violation,region,date_range,age_group,gender,cleared_by_charge,diversionary_program,other_cleared_otherwise,total,year,violation_type,youth_adult,population,year_diff
"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",35 to 110,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in bodily harm (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",35 to 89,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Female,0,0,0,0,2018,Other,Youth,2528132,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Male,0,0,0,0,2018,Other,Youth,2528132,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",35 to 110,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (alcohol and drugs)",Canada,"October 17th, 2018 to December 31st, 2018",35 to 89,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Female,0,0,0,0,2018,Other,Youth,2528132,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Male,0,0,0,0,2018,Other,Youth,2528132,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Male,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",35 to 110,Female,0,0,0,0,2018,Other,Adult,31615827,-1
"Failure or refusal to comply with demand, accident resulting in death (drugs)",Canada,"October 17th, 2018 to December 31st, 2018",35 to 89,Male,0,0,0,0,2018,Other,Adult,31615827,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Female,0,0,0,0,2018,Other,Youth,2528132,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Male,1,0,0,1,2018,Other,Youth,2528132,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Female,1,0,0,1,2018,Other,Adult,31615827,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Male,6,0,0,6,2018,Other,Adult,31615827,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Female,4,0,0,4,2018,Other,Adult,31615827,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Male,7,0,0,7,2018,Other,Adult,31615827,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",35 to 110,Female,5,0,0,5,2018,Other,Adult,31615827,-1
Failure to comply or refusal (drugs),Canada,"October 17th, 2018 to December 31st, 2018",35 to 89,Male,11,0,0,11,2018,Other,Adult,31615827,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Female,0,0,0,0,2018,Other,Youth,2528132,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",12 to 17,Male,0,0,0,0,2018,Other,Youth,2528132,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Female,0,0,0,0,2018,Other,Adult,31615827,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",18 to 24,Male,2,0,0,2,2018,Other,Adult,31615827,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Female,4,0,0,4,2018,Other,Adult,31615827,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",25 to 34,Male,1,0,0,1,2018,Other,Adult,31615827,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",35 to 110,Female,1,0,0,1,2018,Other,Adult,31615827,-1
Failure to provide blood sample (drugs),Canada,"October 17th, 2018 to December 31st, 2018",35 to 89,Male,1,0,0,1,2018,Other,Adult,31615827,-1
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,0,0,0,0,2019,Possession,Youth,2528132,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,0,0,0,0,2019,Possession,Youth,2528132,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,0,0,0,0,2019,Possession,Adult,31615827,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,0,0,0,0,2019,Possession,Adult,31615827,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,0,0,0,0,2019,Possession,Adult,31615827,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,0,0,0,0,2019,Possession,Adult,31615827,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,0,0,0,0,2019,Possession,Adult,31615827,0
Cannabis- Possession (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,0,0,0,0,2019,Possession,Adult,31615827,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,0,0,0,0,2019,Trafficking,Youth,2528132,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,0,0,0,0,2019,Trafficking,Youth,2528132,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,0,0,0,0,2019,Trafficking,Adult,31615827,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,0,0,0,0,2019,Trafficking,Adult,31615827,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,0,0,0,0,2019,Trafficking,Adult,31615827,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,0,0,0,0,2019,Trafficking,Adult,31615827,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,0,0,0,0,2019,Trafficking,Adult,31615827,0
Cannabis- trafficking (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,0,0,0,0,2019,Trafficking,Adult,31615827,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,0,0,0,0,2019,Importation-exportation,Youth,2528132,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,0,0,0,0,2019,Importation-exportation,Youth,2528132,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,0,0,0,0,2019,Importation-exportation,Adult,31615827,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,0,0,0,0,2019,Importation-exportation,Adult,31615827,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,0,0,0,0,2019,Importation-exportation,Adult,31615827,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,0,0,0,0,2019,Importation-exportation,Adult,31615827,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,0,0,0,0,2019,Importation-exportation,Adult,31615827,0
Cannabis- Importation and exportation (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,0,0,0,0,2019,Importation-exportation,Adult,31615827,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,0,0,0,0,2019,Production and cultivation,Youth,2528132,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,0,0,0,0,2019,Production and cultivation,Youth,2528132,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,0,0,0,0,2019,Production and cultivation,Adult,31615827,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,0,0,0,0,2019,Production and cultivation,Adult,31615827,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,0,0,0,0,2019,Production and cultivation,Adult,31615827,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,0,0,0,0,2019,Production and cultivation,Adult,31615827,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,0,0,0,0,2019,Production and cultivation,Adult,31615827,0
Cannabis- Production (Pre Legalization),Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,0,0,0,0,2019,Production and cultivation,Adult,31615827,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,0,0,0,0,2019,Trafficking,Youth,2528132,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,0,0,1,1,2019,Trafficking,Youth,2528132,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,10,0,0,10,2019,Trafficking,Adult,31615827,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,11,0,0,11,2019,Trafficking,Adult,31615827,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,11,0,0,11,2019,Trafficking,Adult,31615827,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,19,0,0,19,2019,Trafficking,Adult,31615827,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,6,0,1,7,2019,Trafficking,Adult,31615827,0
"Possession, sale, etc., for use in production of or trafficking in substance",Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,24,0,2,26,2019,Trafficking,Adult,31615827,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,2,0,0,2,2019,Possession,Youth,2528132,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,20,0,3,23,2019,Possession,Youth,2528132,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,46,2,5,53,2019,Possession,Adult,31615827,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,346,9,38,393,2019,Possession,Adult,31615827,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,49,0,5,54,2019,Possession,Adult,31615827,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,371,8,46,425,2019,Possession,Adult,31615827,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,51,2,8,61,2019,Possession,Adult,31615827,0
Possession of illicit or over 30g dried cannabis (or equivalent) by adult,Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,362,2,54,418,2019,Possession,Adult,31615827,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,42,35,62,139,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Male,275,166,193,634,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Female,4,0,0,4,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",18 to 24,Male,15,0,3,18,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Female,0,0,0,0,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",25 to 34,Male,1,0,0,1,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",35 to 110,Female,1,0,0,1,2019,Possession,Youth,2528132,0
Possession of over 5g dried cannabis (or equivalent) by youth,Canada,"January 1st, 2019 to December 31st, 2019",35 to 89,Male,0,0,0,0,2019,Possession,Youth,2528132,0
"Possession of budding or flowering plants, or more than four cannabis plants",Canada,"January 1st, 2019 to December 31st, 2019",12 to 17,Female,0,0,0,0,2019,Production and cultivation,Youth,2528132,0
